0xcb_b9,RES,7,c
0xcb_ba,RES,7,d
0xcb_bb,RES,7,e
0xcb_bc,RES,7,h
0xcb_bd,RES,7,l
0xcb_be,RES,7,HL
0xcb_bf,RES,7,a
0xcb_c0,SET,0,b
0xcb_c1,SET,0,c
0xcb_c2,SET,0,d
0xcb_c3,SET,0,e
0xcb_c4,SET,0,h
0xcb_c5,SET,0,l
0xcb_c6,SET,0,HL
0xcb_c7,SET,0,a
0xcb_c8,SET,1,b
0xcb_c9,SET,1,c
0xcb_ca,SET,1,d
0xcb_cb,SET,1,e
0xcb_cc,SET,1,h
0xcb_cd,SET,1,l
0xcb_ce,SET,1,HL
0xcb_cf,SET,1,a
0xcb_d0,SET,2,b
0xcb_d1,SET,2,c
0xcb_d2,SET,2,d
0xcb_d3,SET,2,e
0xcb_d4,SET,2,h
0xcb_d5,SET,2,l
0xcb_d6,SET,2,HL
0xcb_d7,SET,2,a
0xcb_d8,SET,3,b
0xcb_d9,SET,3,c
0xcb_da,SET,3,d
0xcb_db,SET,3,e
0xcb_dc,SET,3,h
0xcb_dd,SET,3,l
0xcb_de,SET,3,HL
0xcb_df,SET,3,a
0xcb_e0,SET,4,b
0xcb_e1,SET,4,c
0xcb_e2,SET,4,d
0xcb_e3,SET,4,e
0xcb_e4,SET,4,h
0xcb_e5,SET,4,l
0xcb_e6,SET,4,HL
0xcb_e7,SET,4,a
0xcb_e8,SET,5,b
0xcb_e9,SET,5,c
0xcb_ea,SET,5,d
0xcb_eb,SET,5,e
0xcb_ec,SET,5,h
0xcb_ed,SET,5,l
0xcb_ee,SET,5,HL
0xcb_ef,SET,5,a
0xcb_f0,SET,6,b
0xcb_f1,SET,6,c
0xcb_f2,SET,6,d
0xcb_f3,SET,6,e
0xcb_f4,SET,6,h
0xcb_f5,SET,6,l
0xcb_f6,SET,6,HL
0xcb_f7,SET,6,a
0xcb_f8,SET,7,b
0xcb_f9,SET,7,c
0xcb_fa,SET,7,d
0xcb_fb,SET,7,e
0xcb_fc,SET,7,h
0xcb_fd,SET,7,l
0xcb_fe,SET,7,HL
0xcb_ff,SET,7,a
